id,name,position,school,nationality,height,weight,wingspan,age,tier,ranking,stats,analysis,strengths,weaknesses,image,displayinfo,created_at,displayInfo,draftClass,eligibilityStatus,verified,region,team,trending,ranking_espn,ranking_247,ppg,apg,rpg,fg_pct,three_pct,ft_pct,bpg,spg,high_school_team,comparison,scope,source,last_verified_at,api_basketball_id,games_played,total_points,total_field_goal_attempts,two_pt_makes,two_pt_attempts,three_pt_makes,three_pt_attempts,ft_makes,ft_attempts,total_rebounds,total_assists,minutes_played,turnovers,total_blocks,total_steals,ts_percent,efg_percent,orb_percent,drb_percent,trb_percent,ast_percent,tov_percent,stl_percent,blk_percent,usg_percent,total_s_percent,ppr,pp_s,ortg,drtg,win_shares,vorp,bpm,athleticism,strength,speed,shooting,ball_handling,defense,basketball_iq,leadership,improvement,competition_level,coachability,work_ethic,per,games_started,motor,badges,ncaa_raw_stats,conference,league,stats-season,high_school_stats,qualitative_traits,qualitative_archetypes
king-grace-2025,King Grace,PF,Wasatch Academy (UT),🇺🇸,"{""us"":""6'4"",""intl"":193}","{""us"":185,""intl"":84}",,,,43,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Wasatch Academy (UT),stable,75,61,4.8,0.4,0.7,0.395,0.345,0.615,0.3,0.3,Wasatch Academy (UT),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,31,148,129,13,19,38,110,8,13,22,11,439,13,9,9,0.547,,0.8,4.7,2.8,4.6,8.8,1.1,2.3,16.5,,,,,,1.4,,1.7,,,,,,,,,,,,,13.5,2,,[],"{""awards"":[""25""],""totals"":{""fg"":51,""ft"":8,""mp"":439,""pf"":16,""ast"":11,""blk"":9,""drb"":19,""fg2"":13,""fg3"":38,""fga"":129,""fta"":13,""orb"":3,""pos"":""G"",""pts"":148,""stl"":9,""tov"":13,""trb"":22,""fg2a"":19,""fg3a"":110,""class"":""FR"",""games"":31,""awards"":"""",""fg_pct"":0.395,""ft_pct"":0.615,""efg_pct"":0.543,""fg2_pct"":0.684,""fg3_pct"":0.345,""conf_abbr"":""MAC"",""games_started"":2,""team_name_abbr"":""Ball State""},""perGame"":{""pos"":""G"",""class"":""FR"",""games"":31,""awards"":"""",""fg_pct"":0.395,""ft_pct"":0.615,""efg_pct"":0.543,""fg2_pct"":0.684,""fg3_pct"":0.345,""fg_per_g"":1.6,""ft_per_g"":0.3,""mp_per_g"":14.2,""pf_per_g"":0.5,""ast_per_g"":0.4,""blk_per_g"":0.3,""conf_abbr"":""MAC"",""drb_per_g"":0.6,""fg2_per_g"":0.4,""fg3_per_g"":1.2,""fga_per_g"":4.2,""fta_per_g"":0.4,""orb_per_g"":0.1,""pts_per_g"":4.8,""stl_per_g"":0.3,""tov_per_g"":0.4,""trb_per_g"":0.7,""fg2a_per_g"":0.6,""fg3a_per_g"":3.5,""games_started"":2,""team_name_abbr"":""Ball State""},""perPoss"":{""mp"":439,""pos"":""G"",""class"":""FR"",""games"":31,""awards"":"""",""fg_pct"":0.395,""ft_pct"":0.615,""def_rtg"":92.5,""efg_pct"":0.543,""fg2_pct"":0.684,""fg3_pct"":0.345,""off_rtg"":105.6,""conf_abbr"":""MAC"",""fg_per_poss"":6.5,""ft_per_poss"":1,""pf_per_poss"":2,""ast_per_poss"":1.4,""blk_per_poss"":1.1,""drb_per_poss"":2.4,""fg2_per_poss"":1.7,""fg3_per_poss"":4.8,""fga_per_poss"":16.4,""fta_per_poss"":1.7,""orb_per_poss"":0.4,""pts_per_poss"":18.8,""stl_per_poss"":1.1,""tov_per_poss"":1.7,""trb_per_poss"":2.8,""fg2a_per_poss"":2.4,""fg3a_per_poss"":14,""games_started"":2,""team_name_abbr"":""Ball State""},""advanced"":{""mp"":439,""ws"":1.4,""bpm"":1.7,""dws"":0.6,""ows"":0.8,""per"":13.5,""pos"":""G"",""dbpm"":-0.1,""obpm"":1.9,""class"":""FR"",""games"":31,""pprod"":120,""awards"":"""",""ts_pct"":0.547,""ast_pct"":4.6,""blk_pct"":2.3,""drb_pct"":4.7,""orb_pct"":0.8,""stl_pct"":1.1,""tov_pct"":8.8,""trb_pct"":2.8,""usg_pct"":16.5,""conf_abbr"":""MAC"",""ws_per_40"":0.127,""games_started"":2,""team_name_abbr"":""Ball State"",""fta_per_fga_pct"":0.101,""fg3a_per_fga_pct"":0.853},""perMinute"":{""mp"":439,""pos"":""G"",""class"":""FR"",""games"":31,""awards"":"""",""fg_pct"":0.395,""ft_pct"":0.615,""efg_pct"":0.543,""fg2_pct"":0.684,""fg3_pct"":0.345,""conf_abbr"":""MAC"",""fg_per_min"":4.6,""ft_per_min"":0.7,""pf_per_min"":1.5,""ast_per_min"":1,""blk_per_min"":0.8,""drb_per_min"":1.7,""fg2_per_min"":1.2,""fg3_per_min"":3.5,""fga_per_min"":11.8,""fta_per_min"":1.2,""orb_per_min"":0.3,""pts_per_min"":13.5,""stl_per_min"":0.8,""tov_per_min"":1.2,""trb_per_min"":2,""fg2a_per_min"":1.7,""fg3a_per_min"":10,""games_started"":2,""team_name_abbr"":""Ball State""}}",,,,,,
kingston-flemings-rivals-2025,Kingston Flemings,SF,Link Academy (MO),🇺🇸,"{""us"":""6'2"",""intl"":188}","{""us"":169,""intl"":77}",,,,74,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Link Academy (MO),stable,22,20,,,,,0.356,,1.1,1.9,Link Academy (MO),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":0,""to"":60,""3pa"":141,""3pm"":46,""ast"":246,""blk"":19,""fga"":452,""fgm"":277,""fta"":162,""ftm"":134,""min"":0,""pps"":1.6,""pts"":734,""reb"":231,""stl"":105,""2fga"":311,""2fgm"":231,""dreb"":169,""oreb"":62,""3p_pct"":33,""fg_pct"":61,""ft_pct"":83,""league"":""Varsity"",""season"":""2024-25"",""2fg_pct"":74,""afg_pct"":66,""games_played"":34}}",,
kiyan-anthony-247sports-2025,Kiyan Anthony,SG,Long Island Lutheran (NY),🇺🇸,"{""us"":""6'5"",""intl"":196}","{""us"":180,""intl"":82}",,,,17,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Long Island Lutheran (NY),stable,36,32,,,,,0.381,,0.7,2.1,Long Island Lutheran (NY),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""apg"":1.6,""ppg"":20.3,""pts"":203,""rpg"":4.6,""3p_pct"":31.1,""fg_pct"":43,""ft_pct"":70.7,""league"":""EYBL"",""season"":""2024-25"",""games_played"":10}}",,
koa-peat-espn-2025,Koa Peat,PF,Perry High School (AZ),🇺🇸,"{""us"":""6'8"",""intl"":203}","{""us"":215,""intl"":98}",,,,5,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Perry High School (AZ),stable,10,11,,,,,0.289,,3.2,1.1,Perry High School (AZ),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":2.9,""3pa"":0,""3pm"":0,""ast"":1.1,""blk"":0.6,""fga"":10,""fgm"":4.9,""fta"":4.9,""ftm"":2.9,""min"":18.7,""pts"":12.6,""reb"":6.9,""stl"":1,""tov"":1.6,""3p_pct"":null,""fg_pct"":48.6,""ft_pct"":58.8,""league"":""U19 World Cup"",""season"":""2025"",""games_played"":7}}",,
kohl-rosario-2025,Kohl Rosario,PG,Montverde Academy (FL),🇺🇸,"{""us"":""6'3"",""intl"":191}","{""us"":175,""intl"":79}",,,,39,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Montverde Academy (FL),stable,70,72,,,,,0.398,,0.4,2.3,Montverde Academy (FL),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
labaron-philon,Labaron Philon,PG,Link Academy (MO),🇺🇸,"{""us"":""6'4"",""intl"":193}","{""us"":180,""intl"":82}",6'7'',19,,6,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Arizona,stable,32,34,10.6,3.8,3.3,0.452,0.315,0.767,0.3,1.4,Link Academy (MO),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,37,392,314,103,190,39,124,69,90,122,140,914,64,12,50,0.549,,3.8,9.3,6.8,24.9,0.152,2.9,1.2,20.9,,,,,,3.2,,8.4,,,,,,,,,,,,,17.7,29,,[],"{""awards"":[""0""],""totals"":{""fg"":142,""ft"":69,""mp"":914,""pf"":62,""ast"":140,""blk"":12,""drb"":90,""fg2"":103,""fg3"":39,""fga"":314,""fta"":90,""orb"":32,""pos"":""G"",""pts"":392,""stl"":50,""tov"":64,""trb"":122,""fg2a"":190,""fg3a"":124,""class"":""FR"",""games"":37,""awards"":"""",""fg_pct"":0.452,""ft_pct"":0.767,""efg_pct"":0.514,""fg2_pct"":0.542,""fg3_pct"":0.315,""conf_abbr"":""SEC"",""games_started"":29,""team_name_abbr"":""Alabama""},""perGame"":{""pos"":""G"",""class"":""FR"",""games"":37,""awards"":"""",""fg_pct"":0.452,""ft_pct"":0.767,""efg_pct"":0.514,""fg2_pct"":0.542,""fg3_pct"":0.315,""fg_per_g"":3.8,""ft_per_g"":1.9,""mp_per_g"":24.7,""pf_per_g"":1.7,""ast_per_g"":3.8,""blk_per_g"":0.3,""conf_abbr"":""SEC"",""drb_per_g"":2.4,""fg2_per_g"":2.8,""fg3_per_g"":1.1,""fga_per_g"":8.5,""fta_per_g"":2.4,""orb_per_g"":0.9,""pts_per_g"":10.6,""stl_per_g"":1.4,""tov_per_g"":1.7,""trb_per_g"":3.3,""fg2a_per_g"":5.1,""fg3a_per_g"":3.4,""games_started"":29,""team_name_abbr"":""Alabama""},""perPoss"":{""mp"":914,""pos"":""G"",""class"":""FR"",""games"":37,""awards"":"""",""fg_pct"":0.452,""ft_pct"":0.767,""def_rtg"":107.5,""efg_pct"":0.514,""fg2_pct"":0.542,""fg3_pct"":0.315,""off_rtg"":116.8,""conf_abbr"":""SEC"",""fg_per_poss"":8.2,""ft_per_poss"":4,""pf_per_poss"":3.6,""ast_per_poss"":8.1,""blk_per_poss"":0.7,""drb_per_poss"":5.2,""fg2_per_poss"":5.9,""fg3_per_poss"":2.2,""fga_per_poss"":18.1,""fta_per_poss"":5.2,""orb_per_poss"":1.8,""pts_per_poss"":22.6,""stl_per_poss"":2.9,""tov_per_poss"":3.7,""trb_per_poss"":7,""fg2a_per_poss"":10.9,""fg3a_per_poss"":7.1,""games_started"":29,""team_name_abbr"":""Alabama""},""advanced"":{""mp"":914,""ws"":3.2,""bpm"":8.4,""dws"":1.1,""ows"":2.1,""per"":17.7,""pos"":""G"",""dbpm"":4.1,""obpm"":4.3,""class"":""FR"",""games"":37,""pprod"":428,""awards"":"""",""ts_pct"":0.549,""ast_pct"":24.9,""blk_pct"":1.2,""drb_pct"":9.3,""orb_pct"":3.8,""stl_pct"":2.9,""tov_pct"":15.2,""trb_pct"":6.8,""usg_pct"":20.9,""conf_abbr"":""SEC"",""ws_per_40"":0.139,""games_started"":29,""team_name_abbr"":""Alabama"",""fta_per_fga_pct"":0.287,""fg3a_per_fga_pct"":0.395},""perMinute"":{""mp"":914,""pos"":""G"",""class"":""FR"",""games"":37,""awards"":"""",""fg_pct"":0.452,""ft_pct"":0.767,""efg_pct"":0.514,""fg2_pct"":0.542,""fg3_pct"":0.315,""conf_abbr"":""SEC"",""fg_per_min"":6.2,""ft_per_min"":3,""pf_per_min"":2.7,""ast_per_min"":6.1,""blk_per_min"":0.5,""drb_per_min"":3.9,""fg2_per_min"":4.5,""fg3_per_min"":1.7,""fga_per_min"":13.7,""fta_per_min"":3.9,""orb_per_min"":1.4,""pts_per_min"":17.2,""stl_per_min"":2.2,""tov_per_min"":2.8,""trb_per_min"":5.3,""fg2a_per_min"":8.3,""fg3a_per_min"":5.4,""games_started"":29,""team_name_abbr"":""Alabama""}}",SEC,NCAA,2024-25,,,
london-jemison-2025,London Jemison,PG,Oak Hill Academy (VA),🇺🇸,"{""us"":""6'3"",""intl"":191}","{""us"":175,""intl"":79}",,,,27,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Oak Hill Academy (VA),stable,43,38,,,,,0.402,,0.5,2.4,Oak Hill Academy (VA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
malachi-moreno-espn-2025,Malachi Moreno,C,Overtime Elite,🇺🇸,"{""us"":""7'0"",""intl"":213}","{""us"":225,""intl"":102}",,,,13,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Overtime Elite,stable,26,27,,,,,0.267,,2.8,1.1,Overtime Elite,,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":69,""to"":81,""3pa"":12,""3pm"":3,""ast"":129,""blk"":132,""fga"":479,""fgm"":346,""fta"":204,""ftm"":128,""min"":230,""pps"":1.7,""pts"":829,""reb"":568,""stl"":35,""2fga"":467,""2fgm"":343,""dreb"":367,""oreb"":201,""3p_pct"":25,""fg_pct"":72,""ft_pct"":63,""league"":""Varsity"",""season"":""2024-25"",""2fg_pct"":73,""afg_pct"":73,""games_played"":38}}",,
meleek-thomas-espn-2025,Meleek Thomas,PG,Overtime Elite,🇺🇸,"{""us"":""6'4"",""intl"":193}","{""us"":180,""intl"":82}",,,,9,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Overtime Elite,stable,11,13,,,,,0.389,,0.5,2.4,Overtime Elite,,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,Overtime Elite,,"{""season_total"":{""pf"":1.8,""to"":1.9,""2pa"":12,""2pm"":5.7,""3pa"":8.4,""3pm"":3.2,""ast"":4.3,""blk"":0.2,""dnk"":0.2,""fga"":20.4,""fgm"":8.9,""fta"":7.1,""ftm"":5.7,""min"":31.9,""pts"":26.8,""reb"":8.9,""stl"":2.1,""dreb"":6.3,""oreb"":2.6,""2p_pct"":47.7,""3p_pct"":38.2,""fg_pct"":43.8,""ft_pct"":79.7,""league"":""Overtime Elite"",""season"":""2024-25"",""plus_minus"":8.1,""games_played"":null}}",,
michael-phillips-ii-2025,Michael Phillips II,SG,Oak Hill Academy (VA),🇺🇸,"{""us"":""6'6"",""intl"":198}","{""us"":175,""intl"":79}",,,,62,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Oak Hill Academy (VA),stable,99,105,,,,,0.398,,0.5,2.3,Oak Hill Academy (VA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
mikel-brown-espn-2025,Mikel Brown Jr.,PG,DME Academy (NC),🇺🇸,"{""us"":""6'3"",""intl"":191}","{""us"":175,""intl"":79}",,,,67,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,DME Academy (NC),stable,8,6,,,,,0.378,,0.3,2.1,DME Academy (NC),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":0,""to"":0,""3pa"":52,""3pm"":32,""ast"":19,""blk"":0,""fga"":59,""fgm"":37,""fta"":16,""ftm"":16,""min"":0,""pps"":3.5,""pts"":207,""reb"":15,""stl"":0,""2fga"":7,""2fgm"":5,""dreb"":2,""oreb"":1,""3p_pct"":62,""fg_pct"":63,""ft_pct"":100,""league"":""Varsity"",""season"":""2024-25"",""2fg_pct"":71,""afg_pct"":90,""games_played"":7}}",,
mouhamed-sylla-espn-2025,Mouhamed Sylla,C,Overtime Elite,🇸🇳,"{""us"":""6'11"",""intl"":211}","{""us"":230,""intl"":104}",,,,21,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Overtime Elite,stable,29,17,,,,,0.245,,3.7,1,Overtime Elite,,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
nate-ament-espn-2025,Nate Ament,SF,Highland School (VA),🇺🇸,"{""us"":""6'9"",""intl"":206}","{""us"":185,""intl"":84}",,,,71,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Highland School (VA),stable,4,4,,,,,0.356,,1.6,2.3,Highland School (VA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_summary"":{""apg"":2.2,""ppg"":19,""rpg"":10,""league"":""High School"",""season"":""Unknown"",""team_record"":""42-7""}}",,
nathan-mariano,Nathan Mariano,,,,,,,,,,,,,,,,2025-08-14 03:23:16.652332+00,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2025-08-14 03:23:16.652332+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
nick-randall-2025,Nick Randall,SG,Montverde Academy (FL),🇺🇸,,,,,,48,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Montverde Academy (FL),stable,82,,,,,,0.435,,0.5,1.8,Montverde Academy (FL),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
nigel-james-2025,Nigel James,SF,Brewster Academy (NH),🇺🇸,"{""us"":""6'6"",""intl"":198}","{""us"":195,""intl"":88}",,,,37,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Brewster Academy (NH),stable,68,86,,,,,0.378,,0.9,2,Brewster Academy (NH),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
nigel-walls-2025,Nigel Walls,PF,Oak Hill Academy (VA),🇺🇸,,,,,,40,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Oak Hill Academy (VA),stable,71,82,,,,,0.345,,1.3,1.7,Oak Hill Academy (VA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
patton-pinkins-2025,Patton Pinkins,PG,Paul VI (VA),🇺🇸,,,,,,64,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Paul VI (VA),stable,,95,,,,,0.385,,0.3,2.4,Paul VI (VA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
reynan-santos-brasil-2026,Reynan Santos,SG,Mexico City Capitanes,🇧🇷,"6'4""",187 lb (85kg),"6'6.5""",21,,79,"{""advanced"":{""PER"":15.57,""PPR"":-4.33,""TS%"":0.503,""AST%"":16.88,""BLK%"":0.34,""DRB%"":17.12,""DRtg"":104.9,""ORB%"":5.15,""ORtg"":100.2,""PP S"":1.14,""STL%"":1.38,""TOV%"":14.84,""TRB%"":11.08,""USG%"":30.38,""eFG%"":0.462,""Total S %"":143.09}}",,"[""Defensor de elite no perímetro, tanto no um-contra-um quanto fora da bola."",""Motor e nível de energia altos durante todo o jogo."",""Fisicamente forte e atlético, com bom poder de finalização ao redor do aro."",""Ótimo em pressionar a defesa e atacar a cesta em transição."",""Experiência em competições de alto nível (NBB, OTE, FIBA).""]","[""Consistência do arremesso de longa distância."",""Mecânica do arremesso pode ser um problema (ponto de lançamento baixo)."",""Necessita de maior refinamento no jogo ofensivo de meia-quadra.""]",,,2025-07-26 19:58:00.598164+00,{},2026,Elegível,true,BRAZIL,Mexico City Capitanes,stable,,,14.6,2.1,4.8,,0.367,,1.6,1.4,Mexico City Capitanes,,NBB,,2025-08-03 18:07:46.203678+00,,40,583,1394,135,296,68,217,109,151,192,85,1050.2,101,3,26,0.503,0.462,5.15,17.12,11.08,16.88,14.84,1.38,0.34,30.38,143.09,-4.33,1.14,100.2,104.9,,,,7,7,7,5,6,8,7,7,7,7,6,7,15.57,,8,[],,,NBB,"""2024-25""",,"{""high_motor"":true,""elite_passer"":false,""well_rounded"":true,""long_wingspan"":false,""rim_protector"":false,""volume_scorer"":false,""elite_defender"":true,""solid_defender"":false,""tall_playmaker"":false,""low_athleticism"":false,""off_ball_threat"":false,""low_usage_player"":false,""versatile_scorer"":true,""athletic_finisher"":true,""improving_shooter"":false,""developing_shooter"":true,""high_basketball_iq"":true,""high_ft_percentage"":false,""versatile_defender"":true,""high_usage_playmaker"":false,""strong_perimeter_defender"":true,""catch_and_shoot_specialist"":false,""strong_rebounder_for_position"":true}","[""TWO_WAY_PLAYER"",""ATHLETIC_FINISHER""]"
ryder-frost-2025,Ryder Frost,PG,Paul VI (VA),🇺🇸,"{""us"":""6'6"",""intl"":198}","{""us"":205,""intl"":93}",,,,49,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Paul VI (VA),stable,83,104,,,,,0.398,,0.4,2.3,Paul VI (VA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
salim-london-2025,Salim London,PG,Prolific Prep (CA),🇺🇸,"{""us"":""6'2"",""intl"":188}","{""us"":185,""intl"":84}",,,,59,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Prolific Prep (CA),stable,96,,,,,,0.389,,0.4,2.5,Prolific Prep (CA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
samis-calderon-latinbasket,Samis Calderon,"PF
",Universidade do Kansas,🇧🇷,"{""us"":""6'8"",""intl"":203}","{""us"":200,""intl"":91}","7'3""",20,,83,,,"[""Atletismo de elite"",""Comprimento excepcional (7'3\"" de envergadura)"",""Físico forte e definido"",""Versatilidade defensiva (defende múltiplas posições)"",""Capacidade de pontuar em quadra aberta"",""Facilidade de salto"",""Cobre a quadra eficazmente""]","[""Consistência no arremesso"",""Manuseio de bola avançado"",""Criação ofensiva em meia quadra""]",,,2025-08-02 23:36:48.306441+00,,2026,Elegível,true,BRAZIL,Universidade do Kansas,,91,84,10.6,2.7,5.7,0,0.311,0.756,1.5,0.7,Overtime Elite,,NBA_DRAFT,LatinBasket_Scraping,2025-08-03 18:12:42.516067+00,,20,211,155,53,81,23,74,34,45,113,53,514,54,30,13,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,9,7,8,4,4,8,6,5,7,8,6,7,18.8,,7,[],,,Overtime Elite,"""2024-25""",,"{""high_motor"":true,""elite_passer"":false,""solid_passer"":true,""well_rounded"":true,""long_wingspan"":true,""rim_protector"":true,""volume_scorer"":false,""elite_defender"":true,""solid_defender"":false,""tall_playmaker"":false,""low_athleticism"":false,""off_ball_threat"":true,""low_usage_player"":false,""versatile_scorer"":false,""athletic_finisher"":true,""improving_shooter"":false,""developing_shooter"":true,""high_basketball_iq"":true,""high_ft_percentage"":false,""versatile_defender"":true,""high_usage_playmaker"":false,""strong_perimeter_defender"":false,""catch_and_shoot_specialist"":false,""strong_rebounder_for_position"":true}","[""ATHLETIC_FINISHER"",""DEFENSIVE_ANCHOR""]"
sebastian-wilkins-duke-2025,Sebastian Wilkins,PF,Montverde Academy (FL),🇺🇸,"{""us"":""6'8"",""intl"":203}","{""us"":210,""intl"":95}",,,,19,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Montverde Academy (FL),stable,25,47,,,,,0.321,,1.8,1.6,Montverde Academy (FL),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":73,""to"":49,""3pa"":51,""3pm"":19,""ast"":37,""blk"":12,""fga"":266,""fgm"":145,""fta"":88,""ftm"":59,""min"":766,""pps"":1.4,""pts"":368,""reb"":162,""stl"":30,""2fga"":215,""2fgm"":126,""dreb"":95,""oreb"":67,""3p_pct"":37,""fg_pct"":55,""ft_pct"":67,""league"":""Varsity"",""season"":""2023-24"",""2fg_pct"":59,""afg_pct"":58,""games_played"":34}}",,
sebastian-williams-adams-2025,Sebastian Williams-Adams,SF,Brewster Academy (NH),🇺🇸,"{""us"":""6'6"",""intl"":198}","{""us"":195,""intl"":88}",,,,28,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Brewster Academy (NH),stable,46,52,,,,,0.367,,1.1,2,Brewster Academy (NH),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
shelton-henderson-rivals-2025,Shelton Henderson,SF,Montverde Academy (FL),🇺🇸,"{""us"":""6'5"",""intl"":196}","{""us"":225,""intl"":102}",,,,73,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Montverde Academy (FL),stable,31,25,,,,,0.345,,1.4,1.6,Montverde Academy (FL),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":18,""to"":40,""3pa"":51,""3pm"":16,""ast"":29,""blk"":4,""fga"":232,""fgm"":120,""fta"":81,""ftm"":56,""min"":143,""pps"":1.3,""pts"":291,""reb"":90,""stl"":29,""2fga"":181,""2fgm"":104,""dreb"":76,""oreb"":14,""3p_pct"":31,""fg_pct"":52,""ft_pct"":69,""league"":""Varsity"",""season"":""2024-25"",""2fg_pct"":57,""afg_pct"":55,""games_played"":15}}",,
